# 自动生成于 2026/05/21 14:16
# 城市: 广西电信
# 质量阈值: 5
# 配置数量: 20
# 格式: 网关IP:端口,选项
# 选项说明: 0/10=固定C段(/stat或/status), 2/12=C段范围(/stat或/status)

113.13.242.1:4022,12
113.13.243.1:4022,12
116.9.3.1:4000,12
116.9.4.1:4000,12
116.9.34.1:4000,12
124.226.132.1:19090,12
171.104.106.1:50112,12
171.105.176.1:4022,12
171.105.177.1:4022,12
171.105.178.1:4022,12
171.105.179.1:4022,12
171.105.180.1:4022,12
171.105.182.1:4022,12
171.105.183.1:4022,12
171.107.72.1:4000,12
180.139.220.1:18888,12
180.140.153.1:4022,12
220.173.56.1:8188,10
222.83.161.1:9003,12
222.218.122.1:8188,12
