# 20260515_1041_quick_checked
# IP地址	速度	测试有效次数	测试无效次数
36.101.5.41:9999	[X]	0	4
36.101.1.21:554	[X]	0	4
36.101.1.21:8886	[X]	0	4
36.101.7.119:8886	[X]	0	4
36.101.0.81:554	[X]	0	4
36.101.7.83:9999	[X]	0	4
36.101.6.238:9999	[X]	0	4
36.101.5.83:554	[X]	0	4
36.101.2.173:8886	[X]	0	4
36.101.6.110:554	[X]	0	4
36.101.7.119:554	[X]	0	4
36.101.6.110:8886	[X]	0	4
