# 自动生成于 2026/05/21 14:16
# 城市: 江苏电信
# 质量阈值: 5
# 配置数量: 20
# 格式: 网关IP:端口,选项
# 选项说明: 0/10=固定C段(/stat或/status), 2/12=C段范围(/stat或/status)

49.71.158.1:4022,10
49.77.20.1:8118,10
49.77.104.1:8554,10
49.77.142.1:888,10
106.111.244.1:58099,10
114.222.8.1:8001,10
114.223.251.1:8888,10
114.226.212.1:8787,10
114.238.59.1:4000,10
117.90.94.1:6000,10
117.91.60.1:8800,10
117.91.123.1:8100,10
117.91.123.1:9000,10
121.226.105.1:6888,10
121.232.71.1:8888,10
121.237.245.1:8888,10
180.109.75.1:4022,10
180.112.83.1:8888,10
180.114.3.1:8800,10
222.95.12.1:4022,10
