# 20260924_1448_precise_history
# 服务器地址	状态	有效次数	无效次数
111.226.211.163:8188	无效	0	74
27.184.29.54:12312	有效	8	64
111.226.211.208:8188	有效	6	64
111.224.107.63:4022	无效	0	69
111.226.211.109:8188	无效	0	64
106.8.17.2:14258	有效	60	1
106.112.254.38:8989	有效	8	53
111.226.210.228:10010	有效	1	60
27.184.28.55:4022	有效	6	55
111.226.210.232:10010	有效	9	51
111.224.106.194:4022	无效	0	59
111.226.211.221:8188	有效	2	53
111.226.211.195:8188	有效	1	56
27.184.29.3:12312	有效	2	53
27.184.29.3:4022	有效	2	53
111.226.211.203:8188	有效	13	41
106.112.254.77:8989	有效	10	43
111.226.211.56:8188	有效	13	40
27.184.28.194:4022	有效	5	48
111.226.211.209:8188	有效	7	45
111.226.210.34:10010	有效	6	44
111.224.106.230:4022	无效	0	49
111.226.211.145:8188	有效	17	29
111.226.232.140:10010	有效	10	34
emby.xlangnan.cn:8189	有效	43	0
106.112.254.183:8989	有效	9	33
111.224.106.116:4022	无效	0	39
111.226.211.160:8188	有效	6	31
106.8.190.254:8189	无效	0	35
111.226.232.250:10010	有效	29	5
106.112.254.15:8989	有效	10	23
111.226.211.130:8188	有效	10	20
111.226.211.25:8188	有效	9	20
111.224.107.221:4022	无效	0	29
106.8.190.216:8189	无效	0	29
111.226.211.31:8188	有效	8	20
111.227.194.242:4022	有效	7	20
106.112.254.71:8989	有效	10	13
106.8.190.178:8189	无效	0	22
111.224.107.248:4022	无效	0	21
111.226.211.96:8188	有效	10	10
111.226.211.119:8188	有效	1	19
111.226.211.98:8188	有效	20	0
111.226.211.94:8188	有效	19	0
106.8.190.145:8189	无效	0	19
106.112.254.188:8989	有效	2	11
111.224.107.137:4022	无效	0	11
106.112.254.254:8989	有效	3	7
111.226.211.66:8188	有效	10	0
106.8.190.128:8189	无效	0	9
106.112.254.175:8989	有效	3	4
111.226.232.170:10010	有效	5	0
106.112.254.144:8989	有效	4	0
111.224.106.129:4022	无效	0	1
