# 20260821_1050_precise_history
# 服务器地址	状态	有效次数	无效次数
101.204.12.115:2715	无效	0	108
101.204.150.245:2715	无效	0	108
101.204.174.117:8888	无效	0	108
101.204.204.179:4022	无效	0	108
101.204.38.82:2715	无效	0	108
101.204.42.135:4000	无效	0	108
101.207.186.210:8888	无效	0	108
112.192.72.110:8484	无效	0	102
112.192.72.137:8484	无效	0	108
112.192.72.139:8484	无效	0	108
112.192.72.140:8484	无效	0	108
112.192.72.144:8484	有效	3	99
112.192.72.148:8484	无效	0	108
112.192.72.157:8484	无效	0	108
112.192.72.15:8484	有效	4	104
112.192.72.162:8484	无效	0	108
112.192.72.178:8484	无效	0	108
112.192.72.181:8484	有效	1	107
112.192.72.187:8484	无效	0	108
112.192.72.1:8484	无效	0	108
112.192.72.202:8484	无效	0	108
112.192.72.203:8484	无效	0	108
112.192.72.224:8989	无效	0	108
112.192.72.235:8484	无效	0	108
112.192.72.239:8484	无效	0	108
112.192.72.248:8484	无效	0	102
112.192.72.93:8484	无效	0	102
112.192.72.99:8484	有效	4	104
112.192.73.102:8484	无效	0	108
112.192.73.13:8484	无效	0	108
112.192.73.154:8484	无效	0	108
112.192.73.159:8484	无效	0	108
112.192.73.161:8484	无效	0	108
112.192.73.167:8484	无效	0	108
112.192.73.172:8484	无效	0	108
112.192.73.177:8484	无效	0	108
112.192.73.186:8484	无效	0	108
112.192.73.191:2122	无效	0	108
112.192.73.1:8484	无效	0	108
112.192.73.200:8484	无效	0	108
112.192.73.207:8484	无效	0	108
112.192.73.224:8484	无效	0	108
112.192.73.234:8484	无效	0	108
112.192.73.2:8484	无效	0	108
112.192.73.43:8484	有效	5	103
112.192.73.47:8484	无效	0	108
112.192.73.60:8484	无效	0	108
112.192.73.80:8484	无效	0	108
112.192.73.93:8484	无效	0	108
112.192.73.94:8484	无效	0	108
112.193.123.126:8888	无效	0	108
112.193.145.122:8888	无效	0	108
112.194.38.9:4022	无效	0	108
112.195.88.234:5000	无效	0	108
112.195.89.130:5000	无效	0	108
112.195.89.197:5000	无效	0	108
112.195.90.112:5000	无效	0	108
112.195.90.42:5000	无效	0	108
112.195.91.160:5000	无效	0	108
116.169.101.6:2715	无效	0	108
116.169.89.63:4022	无效	0	108
117.174.25.1:8188	无效	0	108
117.174.25.254:8188	无效	0	108
175.152.138.131:6066	无效	0	108
