# 20260816_1030_precise_history
# 服务器地址	状态	有效次数	无效次数
112.66.100.10:4022	无效	0	103
112.66.100.1:4022	无效	0	103
112.66.100.1:8888	无效	0	103
112.66.101.1:4022	无效	0	103
112.66.101.27:4022	无效	0	103
112.66.102.150:4022	无效	0	103
112.66.102.1:4022	无效	0	103
112.66.103.125:8888	无效	0	103
112.66.103.164:4022	有效	4	92
112.66.103.1:4022	无效	0	103
112.66.143.1:8889	无效	0	103
112.66.205.207:9999	无效	0	103
112.66.64.1:8188	无效	0	103
112.66.65.1:8188	无效	0	103
112.66.66.1:8188	无效	0	103
112.66.67.1:8188	无效	0	103
112.66.68.106:8188	无效	0	103
112.66.68.114:8188	无效	0	103
112.66.68.1:8188	无效	0	103
112.66.68.255:8188	无效	0	103
112.66.68.4:8188	无效	0	103
112.66.69.1:8188	无效	0	103
112.66.70.1:8188	无效	0	103
112.66.71.1:8188	无效	0	103
112.66.72.1:8188	无效	0	103
112.66.73.1:8188	无效	0	103
112.66.74.105:8188	无效	0	103
112.66.74.1:8188	无效	0	103
112.66.74.254:8188	无效	0	103
112.66.75.1:8188	无效	0	103
112.66.76.1:8188	无效	0	103
112.66.76.82:8188	无效	0	103
112.66.77.1:8188	无效	0	103
112.66.78.1:8188	无效	0	103
112.66.78.239:8188	无效	0	103
112.66.79.197:8188	无效	0	103
112.66.79.1:8188	无效	0	103
112.66.80.1:8188	无效	0	103
112.66.81.1:8188	无效	0	103
112.66.82.1:8188	无效	0	103
112.66.83.1:8188	无效	0	103
112.66.84.1:8188	无效	0	103
112.66.85.1:8188	无效	0	103
112.66.86.1:8188	无效	0	103
112.66.87.1:8188	无效	0	103
112.66.87.82:8188	无效	0	103
112.66.88.1:8188	无效	0	103
112.66.88.30:8188	无效	0	103
112.66.89.1:8188	无效	0	103
112.66.90.1:8188	无效	0	103
112.66.91.1:8188	无效	0	103
112.66.92.1:8188	无效	0	103
112.66.93.1:8188	无效	0	103
112.66.94.1:8188	无效	0	103
112.66.95.1:8188	无效	0	103
112.66.95.92:8188	无效	0	103
112.66.96.166:4022	无效	0	103
112.66.96.1:4022	无效	0	103
112.66.97.159:4022	无效	0	103
112.66.97.1:4022	无效	0	103
112.66.98.112:4022	无效	0	103
112.66.98.178:4022	无效	0	103
112.66.98.1:4022	无效	0	103
112.66.98.50:4022	有效	6	97
112.66.98.52:4022	无效	0	103
112.66.99.1:4022	无效	0	103
112.66.99.6:8888	无效	0	103
113.58.248.1:8188	无效	0	103
119.41.38.1:4000	无效	0	103
139.189.80.106:4022	无效	0	97
139.189.80.119:4022	无效	0	103
139.189.80.121:4022	无效	0	103
139.189.80.126:4022	无效	0	103
139.189.80.1:4022	无效	0	103
220.174.32.1:8888	无效	0	103
220.174.32.1:8889	无效	0	103
220.174.32.227:8888	无效	0	103
220.174.32.227:8889	无效	0	103
220.174.34.1:8888	无效	0	103
220.174.37.1:8888	无效	0	103
220.174.37.1:8889	无效	0	103
220.174.47.1:8888	无效	0	103
220.174.47.1:8889	无效	0	103
223.198.11.121:8888	无效	0	103
223.198.189.1:33333	无效	0	103
223.198.190.1:33333	无效	0	103
223.198.227.221:4000	无效	0	103
223.198.229.131:885	有效	2	101
223.198.240.109:4000	无效	0	103
223.198.240.1:4000	无效	0	103
223.198.240.209:4000	无效	0	103
223.198.240.52:4000	无效	0	103
223.198.240.70:4000	无效	0	103
223.198.240.93:4000	无效	0	103
223.198.240.9:4000	无效	0	103
223.198.241.180:4000	无效	0	103
223.198.241.185:4000	无效	0	103
223.198.241.1:4000	无效	0	103
223.198.241.202:4000	无效	0	103
223.198.241.63:4000	无效	0	103
223.198.242.137:4000	无效	0	103
223.198.242.140:4000	无效	0	103
223.198.242.1:4000	无效	0	103
223.198.242.211:4000	无效	0	103
223.198.242.217:4000	无效	0	51
223.198.242.26:4000	无效	0	103
223.198.242.91:4000	无效	0	103
223.198.243.103:4000	无效	0	103
223.198.243.134:4000	无效	0	103
223.198.243.167:4000	无效	0	103
223.198.243.1:4000	无效	0	103
223.198.243.223:4000	无效	0	103
223.198.243.224:4000	无效	0	103
223.198.243.79:4000	无效	0	103
223.198.243.82:4000	无效	0	103
223.198.244.1:4000	无效	0	103
223.198.245.1:4000	无效	0	103
223.198.246.1:4000	无效	0	103
223.198.247.1:4000	无效	0	103
36.101.0.11:554	无效	0	103
36.101.0.11:8886	无效	0	103
36.101.0.1:554	无效	0	103
36.101.0.1:8886	无效	0	103
36.101.1.1:554	无效	0	103
36.101.1.1:8886	无效	0	103
36.101.1.202:554	有效	1	102
36.101.1.202:8886	有效	1	102
36.101.2.1:554	无效	0	103
36.101.2.1:8886	无效	0	103
36.101.2.208:554	无效	0	103
36.101.2.208:8886	无效	0	103
36.101.3.1:554	无效	0	103
36.101.3.1:8886	无效	0	103
36.101.4.1:554	无效	0	103
36.101.4.1:8886	无效	0	103
36.101.4.93:554	无效	0	103
36.101.4.93:8886	无效	0	103
36.101.5.170:554	无效	0	103
36.101.5.170:8886	无效	0	103
36.101.5.1:554	无效	0	103
36.101.5.1:8886	无效	0	103
36.101.5.50:554	有效	2	95
36.101.5.50:8886	有效	2	95
36.101.6.1:554	无效	0	103
36.101.6.1:8886	无效	0	103
36.101.6.7:554	无效	0	103
36.101.6.7:8886	无效	0	103
36.101.7.1:554	无效	0	103
36.101.7.1:8886	无效	0	103
59.50.153.1:3333	无效	0	103
59.50.154.1:3333	无效	0	103
59.50.159.1:3333	无效	0	103
﻿# 2026/05/20 10:28	无效	0	12
36.101.3.123:8886	有效	1	93
36.101.3.123:554	有效	1	93
36.101.3.54:554	无效	0	92
36.101.3.54:8886	无效	0	92
aeclci7k7arpjff3.0kkkkkt.com:4000	无效	0	91
﻿# 2026/05/24 22:34	无效	0	91
36.101.0.223:554	有效	2	88
36.101.0.223:8886	有效	2	88
112.66.100.180:4022	有效	2	88
220.174.32.122:8888	有效	3	85
112.66.97.101:4022	有效	1	85
36.101.2.158:554	无效	0	86
36.101.2.158:8886	无效	0	86
139.189.80.92:4022	有效	1	83
139.189.80.234:4022	有效	3	79
36.101.5.37:8886	有效	1	77
36.101.5.37:554	有效	1	77
139.189.80.83:4022	有效	2	74
112.66.101.16:4022	有效	1	75
112.66.96.203:4022	有效	2	73
36.101.3.132:554	有效	4	70
36.101.3.132:8886	有效	4	70
112.66.100.116:4022	有效	2	69
36.101.1.33:554	有效	2	68
36.101.1.33:8886	有效	2	68
112.66.101.127:4022	有效	4	65
36.101.6.213:554	有效	2	66
36.101.6.213:8886	有效	2	66
36.101.0.219:8886	有效	2	63
36.101.0.219:554	有效	2	63
112.66.100.173:4022	有效	2	63
36.101.2.98:554	有效	4	59
36.101.2.98:8886	有效	4	59
112.66.97.163:4022	有效	4	57
36.101.1.158:554	有效	2	57
36.101.1.158:8886	有效	2	57
36.101.0.226:554	有效	2	54
36.101.0.226:8886	有效	2	54
112.66.100.194:4022	有效	1	55
139.189.80.99:4022	有效	2	53
112.66.103.167:4022	有效	4	51
36.101.4.245:554	有效	1	52
36.101.4.245:8886	有效	1	52
220.174.32.20:8888	有效	1	51
36.101.2.143:554	有效	2	49
36.101.2.143:8886	有效	2	49
112.66.103.71:4022	有效	2	49
36.101.0.155:554	无效	0	51
220.174.32.82:8888	有效	3	47
36.101.4.176:8886	有效	2	47
36.101.4.176:554	有效	2	47
112.66.96.14:4022	有效	2	45
36.101.4.234:554	有效	6	40
36.101.4.234:8886	有效	5	41
139.189.80.184:4022	有效	1	40
36.101.3.101:554	有效	2	38
36.101.3.101:8886	有效	2	38
139.189.80.114:4022	有效	1	38
139.189.80.162:4022	有效	2	36
36.101.6.124:8886	有效	1	37
36.101.6.124:554	有效	1	37
36.101.0.172:8886	有效	2	33
139.189.80.8:4022	有效	2	33
36.101.0.172:554	有效	1	34
112.66.103.108:4022	有效	2	32
36.101.3.142:554	有效	6	27
36.101.3.142:8886	有效	6	27
139.189.80.239:4022	有效	2	31
36.101.5.67:8886	有效	5	19
36.101.5.67:554	有效	5	19
139.189.80.219:4022	有效	1	21
36.101.5.99:8886	有效	3	16
36.101.5.99:554	有效	3	16
112.66.96.155:4022	有效	2	16
139.189.80.170:4022	有效	2	15
36.101.5.71:554	有效	1	15
36.101.5.71:8886	有效	1	15
112.66.98.163:4022	有效	1	15
112.66.96.209:4022	有效	1	13
112.66.102.112:4022	有效	1	11
139.189.80.3:4022	有效	1	7
112.66.96.78:4022	有效	1	7
139.189.80.22:4022	有效	2	5
112.66.98.213:4022	有效	3	3
36.101.1.187:554	无效	0	6
36.101.1.187:8886	无效	0	6
36.101.2.61:8886	有效	1	4
36.101.2.61:554	有效	1	4
36.101.1.227:554	有效	1	3
36.101.1.227:8886	有效	1	3
36.101.6.158:8886	有效	1	2
36.101.6.158:554	有效	1	2
112.66.101.134:4022	有效	2	0
36.101.4.139:8886	有效	1	0
36.101.4.139:554	有效	1	0
