# 20260714_1142_precise_history
# 服务器地址	状态	有效次数	无效次数
1.83.123.141:8888	无效	0	70
1.83.123.59:8888	无效	0	70
1.83.156.104:8888	无效	0	70
1.83.156.130:26000	有效	11	59
1.83.156.44:26000	无效	0	12
1.83.52.151:7000	无效	0	21
1.83.52.171:7000	无效	0	70
1.85.224.1:8686	无效	0	70
1.85.225.1:8686	无效	0	70
1.85.226.1:8686	无效	0	70
1.85.227.105:8686	无效	0	70
1.85.227.1:8686	无效	0	70
1.85.227.69:8686	有效	2	62
1.85.228.1:8686	无效	0	70
1.85.229.1:8686	有效	1	69
1.85.230.1:8686	无效	0	70
1.85.231.151:8686	无效	0	70
1.85.231.1:8686	无效	0	70
1.85.231.81:8686	无效	0	70
1.87.209.54:4000	无效	0	70
10.1.1.1:8989	无效	0	70
113.200.52.213:8085	无效	0	70
113.200.52.214:8085	无效	0	70
113.200.52.215:8085	无效	0	70
113.200.52.216:8085	无效	0	70
113.200.52.217:8085	无效	0	70
113.200.52.218:8085	无效	0	70
113.200.52.220:8085	无效	0	70
113.201.171.254:8866	无效	0	70
117.23.104.242:8888	无效	0	70
117.39.32.105:4022	无效	0	70
117.39.32.11:4022	无效	0	70
117.39.32.124:4022	无效	0	70
117.39.32.1:4022	无效	0	70
117.39.32.219:4022	无效	0	70
117.39.32.85:4022	无效	0	70
117.39.33.155:4022	无效	0	70
117.39.33.1:4022	无效	0	70
117.39.34.1:4022	无效	0	70
117.39.34.67:4022	无效	0	70
117.39.35.139:4022	无效	0	64
117.39.35.1:4022	无效	0	70
117.39.36.101:4022	无效	0	70
117.39.36.172:4022	无效	0	70
117.39.36.184:4022	无效	0	70
117.39.36.189:4022	无效	0	70
117.39.36.1:4022	无效	0	70
117.39.36.60:4022	无效	0	70
117.39.37.12:4022	无效	0	64
117.39.37.1:4022	无效	0	70
117.39.37.227:4022	无效	0	70
117.39.37.2:4022	无效	0	70
117.39.38.112:4022	无效	0	70
117.39.38.1:4022	无效	0	70
117.39.39.112:4022	无效	0	70
117.39.39.1:4022	无效	0	70
117.39.39.217:4022	无效	0	70
117.39.39.245:4022	无效	0	70
117.39.39.53:4022	无效	0	70
124.114.100.127:6789	无效	0	70
124.114.100.156:6789	无效	0	70
124.114.100.193:6789	无效	0	70
124.114.100.195:6789	无效	0	70
124.114.100.1:6789	无效	0	70
124.114.100.21:6789	无效	0	64
124.114.100.222:6789	无效	0	70
124.114.101.179:6789	无效	0	70
124.114.101.183:6789	无效	0	70
124.114.101.1:6789	无效	0	70
124.114.101.250:6789	无效	0	70
124.114.101.253:6789	无效	0	70
124.114.101.64:6789	无效	0	70
