# 20260810_1123_precise_history
# 服务器地址	状态	有效次数	无效次数
zcb.myds.me:10001	无效	0	85
fury1990.direct.quickconnect.to:8888	无效	0	85
xy2dfh.myds.me:8888	无效	0	85
xiazaiji.f3322.org:8800	无效	0	1
rdgbdx.rdswkj.cn:8888	无效	0	85
t.7ze.top:4022	有效	84	1
lygzou.asuscomm.com:19999	有效	64	21
81818.top:10000	无效	0	85
www.346493.xyz:4000	无效	0	85
yefengong.mycloudnas.com:8000	无效	0	85
yun.0314000.com:30024	无效	0	85
www.516881.xyz:10000	无效	0	85
hisaozhu.cn:8188	无效	0	85
hongnuo.x3322.net:8055	无效	0	85
hongnuo.fb.188090.xyz:8055	无效	0	85
jf9.sr2000.com:8118	无效	0	85
lijiahe.cn:8887	无效	0	85
cc127.f3322.net:4000	无效	0	85
password.266999.xyz:55555	无效	0	85
vpn.ks.a5521.top:3002	无效	0	85
vpn.sz.a5521.top:3002	无效	0	85
www.xinhuaifeiyang.top:6800	无效	0	85
﻿# 2026/05/24 22:34	无效	0	85
j1900.silicaite.top:58888	有效	83	1
www.sclvip.top:8787	有效	81	3
jw318.synology.me:888	有效	52	32
ty.86232337.xyz:8888	无效	0	84
www.baoliuwei.top:7000	无效	0	84
nas3.bycza.top:8100	有效	70	14
vpn.njrc.org.cn:22222	无效	0	84
xiazaiji.nt460513.eu.org:8800	无效	0	84
180.112.83.121:8888	无效	0	81
180.112.83.154:8888	无效	0	79
106.111.244.8:58099	有效	25	32
49.79.83.81:58888	有效	6	67
180.112.83.37:8888	无效	0	73
114.238.59.204:4000	无效	0	72
180.122.53.104:4022	无效	0	68
49.79.83.116:58888	有效	30	30
114.226.212.190:8787	有效	4	60
114.226.212.176:8787	无效	0	64
114.226.212.181:8787	无效	0	64
117.91.123.225:8100	无效	0	64
121.237.245.222:8888	有效	35	28
114.238.59.159:4000	无效	0	63
121.237.245.190:8888	无效	0	63
121.237.245.58:8888	无效	0	63
njbobo.com:4022	有效	1	0
114.238.59.114:4000	无效	0	61
114.226.212.155:8787	有效	19	41
114.226.212.154:8787	有效	20	40
114.226.212.187:8787	无效	0	60
49.77.142.222:888	无效	0	59
49.77.142.216:888	无效	0	30
121.226.105.6:6888	有效	37	18
117.90.94.252:6000	无效	0	54
106.111.244.10:58099	有效	19	11
songshuang.mycloudnas.com:22222	无效	0	9
180.122.53.14:4022	无效	0	51
49.77.142.227:888	无效	0	51
180.112.83.85:8888	无效	0	43
114.226.212.145:8787	有效	10	30
114.226.212.153:8787	无效	0	40
180.112.83.63:8888	无效	0	39
180.112.83.199:8888	无效	0	38
e.heylc.com:4022	无效	0	32
49.77.20.153:8118	无效	0	36
49.77.20.176:8118	无效	0	34
180.105.218.250:4022	有效	4	29
121.235.70.78:8199	无效	0	31
117.90.94.198:6000	无效	0	31
114.226.212.136:8787	有效	19	11
114.226.212.143:8787	无效	0	30
49.79.83.211:58888	有效	13	15
121.237.245.33:8888	有效	19	7
117.90.94.244:6000	无效	0	25
117.90.94.240:6000	无效	0	24
180.112.83.203:8888	无效	0	23
180.122.53.168:4022	无效	0	18
121.237.244.138:8888	无效	0	17
121.237.244.142:8888	无效	0	17
180.112.83.190:8888	无效	0	16
180.112.83.32:8888	无效	0	14
markc.top:8887	无效	0	1
114.226.212.135:8787	无效	0	11
114.226.212.131:8787	有效	4	6
114.226.212.132:8787	有效	4	6
114.226.212.189:8787	无效	0	6
114.226.212.150:8787	有效	5	0
114.226.212.152:8787	有效	5	0
180.122.53.96:4022	无效	0	5
121.237.244.148:8888	有效	3	1
117.90.94.196:6000	无效	0	4
180.112.83.106:8888	无效	0	1
