# 20260723_1208_precise_history
# 服务器地址	状态	有效次数	无效次数
xidii.x3322.net:4022	无效	0	67
www.j19275.top:34567	无效	0	67
www.welcy.cn:5022	无效	0	67
cloud.sunrisecom.cn:18888	无效	0	1
cloud.sunrisecom.wang:8888	有效	21	46
www.chuhao.site:4022	无效	0	67
qhnas.958598.xyz:4022	无效	0	1
aecnbeu4maxoff7m.nexusedgeio.com:8888	无效	0	67
home.qingyuga.com:8888	无效	0	67
l.youngx.top:4022	无效	0	67
op.870503.xyz:18885	无效	0	1
mqtt.xfserver.top:5000	无效	0	67
tv.lylipu.com:2048	无效	0	67
pal.rogerxlj.top:9997	无效	0	67
ip.laosiji.space:5555	无效	0	67
bs.ooooo.cloud:8888	无效	0	67
zhanghaobo.asuscomm.com:4000	无效	0	67
www.3826568.xyz:9514	无效	0	67
nxlj.cn:1688	无效	0	67
home.mingstudio.top:4022	无效	0	1
atmd.duckdns.org:4001	无效	0	4
home.horald.com:85	无效	0	1
www.xfserver.top:5000	无效	0	67
aecpvubvnlfpbbys.node.ppio.cloud:8888	无效	0	67
gta.welcy.cn:5022	无效	0	67
miqlin.cyou:8888	无效	0	67
miqlin.cyou:9999	无效	0	67
op.aklim.dpdns.org:18885	无效	0	67
play.welcy.cn:5022	无效	0	67
shcxzx.shscxzx.cn:8899	无效	0	67
test.welcy.cn:5022	无效	0	67
﻿# 2026/05/24 22:34	无效	0	67
wsc2007123.myds.me:30100	有效	64	2
woshiysy2.synology.me:4999	无效	0	66
cloud.sunrisecom.wang:18888	有效	21	45
www.958598.xyz:4022	无效	0	66
router.870503.xyz:18885	无效	0	66
newhome.mingstudio.top:4022	无效	0	66
lybj.duckdns.org:4001	无效	0	66
home.horald.top:85	无效	0	66
180.165.22.245:4022	无效	0	64
180.165.26.43:4022	无效	0	60
180.165.26.34:4022	无效	0	54
180.165.6.154:4022	无效	0	52
180.165.25.46:4022	有效	1	50
180.165.19.125:4022	无效	0	50
180.165.14.113:4022	无效	0	49
180.165.3.204:4022	无效	0	49
116.234.48.48:4022	有效	4	44
180.165.19.111:4022	无效	0	48
180.165.3.215:4022	有效	1	46
180.165.13.47:4022	有效	12	35
180.157.180.54:8889	无效	0	46
180.165.16.9:4022	无效	0	46
223.167.230.155:4022	有效	7	36
116.234.48.194:4022	有效	6	37
180.165.4.247:4022	无效	0	43
180.165.22.236:4022	无效	0	42
karika.myds.me:4022	无效	0	1
180.165.31.214:4022	无效	0	40
180.165.20.148:4022	无效	0	39
180.165.9.176:4022	无效	0	39
180.165.30.89:4022	无效	0	38
180.165.6.174:4022	无效	0	38
58.37.31.8:14022	无效	0	38
116.234.77.249:4022	有效	2	35
180.165.22.78:4022	无效	0	37
116.234.76.159:4022	有效	5	30
180.165.22.183:4022	有效	3	32
180.165.9.93:4022	无效	0	35
180.165.22.60:4022	无效	0	34
180.165.22.41:4022	有效	3	30
180.165.21.74:4022	无效	0	32
180.165.13.236:4022	无效	0	31
180.165.12.218:4022	有效	1	29
180.165.7.89:4022	有效	24	6
180.165.16.51:4022	有效	2	28
116.237.87.185:8188	无效	0	30
116.234.77.109:4022	有效	7	22
180.165.15.129:4022	无效	0	29
180.165.2.107:4022	有效	3	25
180.165.7.146:4022	无效	0	28
180.165.10.120:4022	有效	2	23
180.165.15.136:4022	无效	0	25
180.165.13.246:4022	无效	0	25
116.234.199.172:4022	有效	6	16
180.165.8.10:4022	有效	21	0
180.165.15.72:4022	有效	1	19
180.165.2.248:4022	无效	0	20
180.165.5.74:4022	无效	0	20
180.165.3.108:4022	无效	0	19
180.165.16.90:4022	有效	2	16
180.165.12.121:4022	无效	0	15
180.165.21.95:4022	有效	2	12
180.165.30.54:4022	有效	2	12
180.165.22.134:4022	有效	3	11
180.165.3.178:4022	无效	0	14
180.165.16.96:4022	有效	1	11
180.165.1.40:4022	有效	2	10
180.165.19.60:4022	有效	5	7
180.165.0.71:4022	有效	2	5
180.165.5.31:4022	无效	0	7
180.165.29.21:4022	有效	5	0
180.165.22.144:4022	无效	0	5
180.165.7.122:4022	无效	0	4
180.165.22.205:4022	有效	2	0
180.165.7.63:4022	有效	1	0
