# 20260708_1201_precise_history
# 服务器地址	状态	有效次数	无效次数
116.179.157.122:8082	无效	0	65
116.179.157.122:8084	无效	0	65
116.179.157.122:8085	无效	0	65
116.179.171.181:8888	无效	0	65
116.179.92.49:8082	无效	0	65
116.179.92.49:8084	无效	0	65
116.179.92.49:8085	无效	0	65
118.77.118.179:8005	无效	0	65
118.78.196.122:55555	无效	0	65
118.78.196.125:55555	无效	0	59
118.78.196.126:55555	无效	0	65
118.78.196.147:55555	无效	0	65
118.78.196.15:55555	无效	0	65
118.78.196.162:55555	无效	0	65
118.78.196.165:55555	无效	0	65
118.78.196.169:55555	无效	0	65
118.78.196.177:55555	有效	3	56
118.78.196.178:55555	有效	1	64
118.78.196.183:55555	无效	0	65
118.78.196.186:55555	无效	0	65
118.78.196.188:55555	无效	0	65
118.78.196.1:55555	无效	0	65
118.78.196.203:55555	无效	0	65
118.78.196.213:55555	无效	0	65
118.78.196.216:55555	无效	0	65
118.78.196.220:55555	无效	0	65
118.78.196.23:55555	无效	0	65
118.78.196.30:55555	无效	0	65
118.78.196.4:55555	无效	0	65
118.78.196.52:55555	无效	0	65
118.78.196.79:55555	无效	0	65
118.78.196.83:55555	有效	2	63
118.79.112.231:6000	无效	0	65
118.79.113.235:6000	无效	0	65
118.79.19.149:6000	无效	0	65
118.79.19.149:6001	无效	0	65
118.79.19.14:6000	无效	0	65
118.79.19.14:6001	无效	0	65
118.81.109.93:8002	无效	0	65
118.81.29.163:8082	无效	0	65
118.81.29.163:8083	无效	0	65
118.81.29.163:8084	无效	0	65
118.81.29.163:8085	无效	0	65
124.163.112.32:6000	无效	0	65
124.165.16.24:8082	无效	0	65
171.116.148.198:8001	无效	0	65
171.116.148.198:8002	无效	0	65
171.116.148.198:8003	无效	0	65
171.116.148.198:8004	无效	0	65
171.116.165.153:9999	无效	0	65
171.116.187.31:8085	无效	0	65
171.116.91.133:8001	无效	0	65
171.116.91.133:8002	无效	0	65
171.116.91.133:8003	无效	0	65
171.116.91.133:8004	无效	0	65
171.117.142.134:8082	无效	0	65
171.117.142.134:8083	无效	0	65
171.117.142.134:8084	无效	0	65
171.117.142.134:8085	无效	0	65
171.117.143.217:8082	无效	0	65
171.117.143.217:8083	无效	0	65
171.117.143.217:8084	无效	0	65
171.117.143.217:8085	无效	0	65
171.117.47.253:8082	无效	0	65
171.117.74.176:8001	无效	0	65
171.118.208.142:8082	无效	0	65
171.118.208.142:8083	无效	0	65
171.118.208.142:8085	无效	0	65
171.119.204.151:6000	无效	0	65
171.119.204.1:6000	无效	0	65
171.119.204.33:6000	无效	0	65
171.119.205.131:6000	无效	0	65
171.119.205.158:6000	无效	0	65
171.119.205.1:6000	无效	0	65
171.119.205.232:6000	无效	0	65
171.119.205.249:6000	无效	0	65
171.119.206.178:6000	无效	0	65
171.119.206.1:6000	无效	0	65
171.119.206.205:6000	无效	0	65
171.119.207.187:6000	无效	0	65
171.119.207.1:6000	无效	0	65
171.119.207.75:6000	有效	19	40
171.126.69.2:8888	无效	0	65
183.185.175.219:8082	无效	0	65
183.185.236.177:8001	无效	0	65
183.185.236.177:8003	无效	0	65
183.185.236.29:8001	无效	0	65
183.185.236.29:8003	无效	0	65
183.185.239.239:8001	无效	0	65
183.185.239.239:8003	无效	0	65
