# 20260819_1044_precise_history
# 服务器地址	状态	有效次数	无效次数
1.56.158.115:4022	无效	0	106
1.58.66.5:4000	无效	0	106
1.62.250.19:8886	无效	0	106
113.225.128.1:8888	无效	0	106
113.225.130.1:8888	无效	0	106
113.225.130.5:8888	无效	0	106
113.225.131.1:8888	无效	0	106
113.225.132.1:8888	无效	0	106
113.225.138.1:8888	无效	0	106
113.225.139.1:8888	无效	0	106
113.225.153.1:8888	无效	0	106
113.225.159.1:8888	无效	0	106
113.225.163.1:8888	无效	0	106
113.225.165.178:8888	无效	0	106
113.225.165.1:8888	无效	0	106
113.225.168.1:8888	无效	0	106
113.225.176.1:8888	无效	0	106
113.225.178.1:8888	无效	0	106
113.225.182.1:8888	无效	0	106
113.225.186.1:8888	无效	0	106
113.225.186.243:8888	无效	0	106
113.225.188.1:8888	无效	0	106
113.4.188.135:4001	无效	0	106
113.7.73.82:4022	无效	0	106
115.203.58.113:9999	无效	0	106
115.211.3.26:8001	无效	0	106
116.2.160.1:4010	无效	0	106
116.2.161.1:4010	无效	0	106
116.2.161.226:4010	无效	0	106
116.2.162.1:4010	无效	0	106
116.2.163.159:4010	无效	0	106
116.2.163.1:4010	无效	0	106
116.2.163.54:4010	有效	2	104
116.2.163.59:4010	无效	0	106
116.2.164.1:4010	无效	0	106
116.2.164.201:4010	无效	0	106
116.2.165.1:4010	无效	0	106
116.2.165.36:4010	无效	0	106
116.2.165.3:4010	无效	0	106
116.2.166.150:4010	无效	0	106
116.2.166.1:4010	无效	0	106
116.2.167.19:4010	无效	0	106
116.2.167.1:4010	无效	0	106
116.2.167.28:4010	无效	0	106
116.2.168.186:4010	无效	0	106
116.2.168.1:4010	无效	0	106
116.2.169.1:4010	无效	0	106
116.2.169.245:4010	无效	0	106
116.2.170.1:4010	无效	0	106
116.2.170.228:4010	无效	0	106
116.2.171.1:4010	无效	0	106
116.2.172.1:4010	无效	0	106
116.2.172.204:4010	无效	0	106
116.2.172.91:4010	无效	0	106
116.2.173.1:4010	无效	0	106
116.2.174.1:4010	无效	0	106
116.2.175.1:4010	无效	0	106
117.8.141.254:8834	无效	0	106
117.8.142.176:8834	无效	0	106
118.78.196.190:55555	无效	0	106
118.79.113.188:6000	无效	0	106
118.79.113.188:6001	无效	0	106
118.79.12.50:6000	无效	0	106
118.79.12.50:6001	无效	0	106
118.79.12.90:6000	无效	0	106
118.79.12.90:6001	无效	0	106
118.79.139.38:6000	无效	0	106
118.79.139.38:6001	无效	0	106
122.231.227.70:9999	无效	0	106
123.191.1.1:1111	无效	0	106
123.191.10.188:1111	无效	0	106
123.191.10.1:1111	无效	0	106
123.191.12.1:1111	无效	0	106
123.191.12.76:1111	无效	0	106
123.191.13.1:1111	无效	0	106
123.191.14.1:1111	无效	0	106
123.191.15.1:1111	无效	0	106
123.191.16.1:1111	无效	0	106
123.191.17.1:1111	无效	0	106
123.191.2.1:1111	无效	0	106
123.191.23.1:1111	无效	0	106
123.191.26.168:1111	无效	0	106
123.191.26.1:1111	无效	0	106
123.191.27.1:1111	无效	0	106
123.191.29.1:1111	无效	0	106
123.191.3.197:1111	有效	1	105
123.191.4.131:1111	无效	0	106
123.191.4.1:1111	无效	0	106
124.92.82.1:40001	无效	0	106
125.107.32.103:8888	无效	0	106
171.119.207.50:6000	无效	0	106
175.147.82.194:4455	无效	0	106
175.164.128.1:4010	无效	0	106
175.164.129.1:4010	无效	0	106
175.164.130.1:4010	无效	0	106
175.164.131.1:4010	无效	0	106
175.164.132.1:4010	无效	0	106
175.164.132.241:4010	无效	0	106
175.164.133.194:4010	无效	0	106
175.164.133.1:4010	无效	0	106
175.164.134.1:4010	无效	0	106
175.164.134.203:4010	无效	0	106
175.164.135.1:4010	无效	0	106
175.164.136.1:4010	无效	0	106
175.164.137.1:4010	无效	0	106
175.164.137.209:4010	无效	0	106
175.164.138.1:4010	无效	0	106
175.164.138.251:4010	无效	0	100
175.164.139.1:4010	无效	0	106
175.164.140.1:4010	无效	0	106
175.164.141.1:4010	无效	0	106
175.164.142.1:4010	无效	0	106
175.164.143.143:4010	有效	3	97
175.164.143.1:4010	无效	0	106
175.164.144.1:4010	无效	0	106
175.164.145.1:4010	无效	0	106
175.164.146.1:4010	无效	0	106
175.164.147.1:4010	无效	0	106
175.164.148.1:4010	无效	0	106
175.164.148.222:4010	无效	0	106
175.164.149.132:4010	无效	0	106
175.164.149.1:4010	无效	0	106
175.164.150.1:4010	无效	0	106
175.164.151.1:4010	无效	0	106
175.164.152.1:4010	无效	0	106
175.164.153.1:4010	无效	0	106
175.164.154.1:4010	无效	0	106
175.164.155.1:4010	无效	0	106
175.164.156.1:4010	无效	0	106
175.164.157.1:4010	无效	0	106
175.164.158.1:4010	无效	0	106
175.164.159.1:4010	无效	0	106
183.184.41.39:8001	无效	0	106
183.184.43.180:8001	无效	0	106
183.188.159.47:6000	无效	0	106
183.188.159.48:6000	无效	0	106
183.188.29.57:6000	无效	0	106
183.188.29.57:6001	无效	0	106
183.190.249.236:8888	无效	0	106
183.191.141.118:8005	无效	0	106
183.191.2.11:8005	无效	0	106
183.191.240.7:8005	无效	0	106
220.190.68.144:8888	无效	0	106
42.56.26.249:7788	无效	0	106
60.17.74.1:40001	无效	0	106
60.17.77.1:40001	无效	0	106
60.17.77.95:40001	无效	0	106
60.17.79.1:40001	无效	0	106
60.17.81.1:40001	无效	0	106
60.186.124.68:9999	无效	0	106
60.26.2.105:4022	无效	0	106
61.176.10.1:40001	无效	0	106
61.176.11.1:40001	无效	0	106
61.176.16.1:40001	无效	0	106
61.176.24.1:40001	无效	0	106
61.176.25.1:40001	无效	0	106
61.176.27.1:40001	无效	0	106
61.176.31.1:40001	无效	0	106
61.176.4.1:40001	无效	0	106
61.176.4.92:40001	无效	0	106
61.176.5.1:40001	无效	0	106
61.176.5.243:40001	无效	0	106
61.240.39.165:8082	无效	0	106
116.2.162.133:4010	有效	7	90
175.164.129.118:4010	有效	1	90
116.2.160.212:4010	有效	1	88
116.2.169.228:4010	有效	7	76
116.2.171.170:4010	有效	6	70
175.164.130.119:4010	有效	1	66
175.164.135.143:4010	有效	1	65
116.2.169.182:4010	有效	3	62
116.2.162.41:4010	有效	4	57
175.164.158.226:4010	无效	0	61
116.2.173.150:4010	有效	1	55
116.2.161.255:4010	有效	1	53
116.2.175.131:4010	有效	5	48
175.164.139.14:4010	有效	1	47
175.164.130.234:4010	有效	1	46
175.164.139.135:4010	有效	1	45
175.164.140.141:4010	有效	1	43
175.164.131.44:4010	有效	1	41
175.164.145.70:4010	无效	0	41
116.2.168.63:4010	有效	2	37
116.2.170.93:4010	有效	5	30
175.164.133.106:4010	有效	1	27
175.164.145.6:4010	无效	0	28
175.164.134.175:4010	有效	1	26
175.164.132.109:4010	有效	1	22
116.2.162.83:4010	有效	2	20
116.2.163.187:4010	有效	1	19
116.2.165.188:4010	有效	2	17
116.2.172.210:4010	有效	3	14
175.164.138.143:4010	有效	1	13
116.2.168.173:4010	有效	4	9
116.2.162.205:4010	有效	1	7
123.191.17.46:1111	有效	6	1
175.164.141.234:4010	无效	0	6
175.164.132.136:4010	有效	1	4
116.2.167.184:4010	有效	1	3
123.191.10.35:1111	有效	1	0
