四川移动-组播1,#genre#
iHOT爱院线,http://183.222.15.202:4321/rtp/239.10.0.147:5140
iHOT爱怀旧,http://183.222.15.202:4321/rtp/239.10.0.161:5140
iHOT爱家庭,http://183.222.15.202:4321/rtp/239.10.0.155:5140
iHOT爱科学,http://183.222.15.202:4321/rtp/239.10.0.172:5140
iHOT爱青春,http://183.222.15.202:4321/rtp/239.10.0.160:5140
iHOT爱探索,http://183.222.15.202:4321/rtp/239.10.0.171:5140
iHOT爱经典,http://183.222.15.202:4321/rtp/239.10.0.151:5140
BesTV,http://183.222.15.202:4321/udp/239.11.0.234:5140
江苏优漫卡通,http://183.222.15.202:4321/rtp/239.11.0.63:5140
咪咕体育直播1,http://183.222.15.202:4321/rtp/239.10.0.232:5140
咪咕体育直播2,http://183.222.15.202:4321/rtp/239.10.0.233:5140
咪咕体育直播3,http://183.222.15.202:4321/rtp/239.10.0.234:5140
咪咕体育直播4,http://183.222.15.202:4321/rtp/239.10.0.235:5140
咪咕体育直播5,http://183.222.15.202:4321/rtp/239.10.0.236:5140
IPTV国学,http://183.222.15.202:4321/rtp/239.10.0.186:5140
IPTV地理,http://183.222.15.202:4321/rtp/239.10.0.190:5140
IPTV戏曲,http://183.222.15.202:4321/rtp/239.10.0.150:5140
IPTV高网,http://183.222.15.202:4321/rtp/239.10.0.164:5140
北京卡酷少儿,http://183.222.15.202:4321/rtp/239.11.0.129:5140
辽宁新动漫,http://183.222.15.202:4321/rtp/239.10.0.159:5140
上海东方财经,http://183.222.15.202:4321/rtp/239.10.0.178:5140
上海动漫秀场,http://183.222.15.202:4321/rtp/239.10.0.101:5140
上海游戏风云,http://183.222.15.202:4321/rtp/239.10.0.103:5140
上海法治天地,http://183.222.15.202:4321/rtp/239.10.0.180:5140
上海都市剧场,http://183.222.15.202:4321/rtp/239.10.0.106:5140
上海金色学堂,http://183.222.15.202:4321/rtp/239.10.0.179:5140
上海生活时尚,http://183.222.15.202:4321/rtp/239.10.0.102:5140
上海哈哈炫动,http://183.222.15.202:4321/rtp/239.11.0.64:5140
上海纪实人文,http://183.222.15.202:4321/rtp/239.10.0.192:5140
江苏财富天下,http://183.222.15.202:4321/rtp/239.10.0.182:5140
杭州求索纪录,http://183.222.15.202:4321/rtp/239.10.0.221:5140
湖北快乐垂钓,http://183.222.15.202:4321/rtp/239.10.0.128:5140
湖南先锋乒羽,http://183.222.15.202:4321/rtp/239.10.0.90:5140
湖南金鹰纪实,http://183.222.15.202:4321/rtp/239.10.0.193:5140
湖南金鹰卡通,http://183.222.15.202:4321/rtp/239.11.0.127:5140
广东嘉佳卡通,http://183.222.15.202:4321/rtp/239.11.0.203:5140

上海乐游频道,http://183.222.15.202:4321/rtp/239.10.0.105:5140
上海欢笑剧场,http://183.222.15.202:4321/rtp/239.10.0.129:5140
江苏篮球,http://183.222.15.202:4321/rtp/239.10.0.166:5140

BEST体育,http://183.222.15.202:4321/rtp/239.11.0.235:5140
BEST体育,http://183.222.15.202:4321/rtp/239.11.0.237:5140
BEST体育,http://183.222.15.202:4321/rtp/239.11.0.238:5140
CDTV1综合,http://183.222.15.202:4321/rtp/239.10.0.11:5140
CDTV2经济,http://183.222.15.202:4321/rtp/239.10.0.12:5140
CDTV3生活,http://183.222.15.202:4321/rtp/239.10.0.13:5140
CDTV4影视,http://183.222.15.202:4321/rtp/239.10.0.14:5140
CDTV5公共,http://183.222.15.202:4321/rtp/239.10.0.15:5140
CDTV6少儿,http://183.222.15.202:4321/rtp/239.10.0.16:5140
CDTV8购物,http://183.222.15.202:4321/rtp/239.10.0.33:5140
CHD爱电影,http://183.222.15.202:4321/rtp/239.10.0.191:5140
ChannelV,http://183.222.15.202:4321/udp/239.11.0.155:5140
NEWTV健康有约,http://183.222.15.202:4321/rtp/239.11.0.133:5140
NEWTV军事评论,http://183.222.15.202:4321/rtp/239.11.0.136:5140
NEWTV军旅剧场,http://183.222.15.202:4321/rtp/239.11.0.143:5140
NEWTV农业致富,http://183.222.15.202:4321/rtp/239.11.0.137:5140
NEWTV动作电影,http://183.222.15.202:4321/rtp/239.11.0.142:5140
NEWTV古装剧场,http://183.222.15.202:4321/rtp/239.11.0.141:5140
NEWTV家庭剧场,http://183.222.15.202:4321/rtp/239.11.0.131:5140
NEWTV惊悚悬疑,http://183.222.15.202:4321/rtp/239.11.0.144:5140
NEWTV精品体育,http://183.222.15.202:4321/rtp/239.11.0.134:5140
NEWTV精品纪录,http://183.222.15.202:4321/rtp/239.11.0.132:5140
NewTV中国功夫,http://183.222.15.202:4321/rtp/239.11.0.151:5140
NewTV搏击,http://183.222.15.202:4321/rtp/239.11.0.146:5140
NewTV明星大片,http://183.222.15.202:4321/rtp/239.11.0.147:5140
NewTV海外剧场,http://183.222.15.202:4321/rtp/239.11.0.145:5140
NewTV爱情喜剧,http://183.222.15.202:4321/rtp/239.11.0.149:5140
NewTV精品大剧,http://183.222.15.202:4321/rtp/239.11.0.150:5140
NewTV金牌综艺,http://183.222.15.202:4321/rtp/239.11.0.152:5140
UTV优视影院,http://183.222.15.202:4321/rtp/239.11.0.172:5140
UTV优视教育,http://183.222.15.202:4321/rtp/239.11.0.187:5140
UTV卡通动画,http://183.222.15.202:4321/rtp/239.11.0.181:5140
UTV家庭影院,http://183.222.15.202:4321/rtp/239.11.0.179:5140
UTV影视精选,http://183.222.15.202:4321/rtp/239.11.0.170:5140
UTV文化教育,http://183.222.15.202:4321/rtp/239.11.0.183:5140
UTV时尚音乐,http://183.222.15.202:4321/rtp/239.11.0.188:5140
UTV炫酷动漫,http://183.222.15.202:4321/rtp/239.11.0.186:5140
UTV热播剧场,http://183.222.15.202:4321/rtp/239.11.0.171:5140
UTV电影天地,http://183.222.15.202:4321/rtp/239.11.0.177:5140
UTV第一剧场,http://183.222.15.202:4321/rtp/239.11.0.189:5140
UTV第一电影,http://183.222.15.202:4321/rtp/239.11.0.180:5140
UTV纪实天下,http://183.222.15.202:4321/rtp/239.11.0.176:5140
UTV经典剧场,http://183.222.15.202:4321/rtp/239.11.0.178:5140
UTV经典影视,http://183.222.15.202:4321/rtp/239.11.0.173:5140
UTV舞蹈视界,http://183.222.15.202:4321/rtp/239.11.0.174:5140
UTV都市剧场,http://183.222.15.202:4321/rtp/239.11.0.175:5140
UTV金色童年,http://183.222.15.202:4321/rtp/239.11.0.182:5140
UTV钓鱼生活,http://183.222.15.202:4321/rtp/239.11.0.185:5140
UTV风云体育,http://183.222.15.202:4321/rtp/239.11.0.184:5140
人民铁道,http://183.222.15.202:4321/rtp/239.11.0.190:5140
华数光影,http://183.222.15.202:4321/rtp/239.10.0.153:5140
历史再现,http://183.222.15.202:4321/rtp/239.10.0.207:5140
咪视界1,http://183.222.15.202:4321/udp/239.10.0.17:5140
咪视界2,http://183.222.15.202:4321/udp/239.10.0.18:5140
咪视界3,http://183.222.15.202:4321/udp/239.10.0.19:5140
咪视界4,http://183.222.15.202:4321/udp/239.10.0.20:5140
咪视界4K,http://183.222.15.202:4321/rtp/239.10.0.240:5140
咪视界5,http://183.222.15.202:4321/udp/239.10.0.21:5140
咪视界6,http://183.222.15.202:4321/udp/239.10.0.22:5140
咪视界7,http://183.222.15.202:4321/udp/239.10.0.23:5140
咪视界8,http://183.222.15.202:4321/udp/239.10.0.24:5140
咪视界9,http://183.222.15.202:4321/udp/239.10.0.25:5140
咪视界10,http://183.222.15.202:4321/udp/239.10.0.26:5140
咪视界11,http://183.222.15.202:4321/udp/239.10.0.27:5140
咪视界12,http://183.222.15.202:4321/udp/239.10.0.28:5140
咪视界13,http://183.222.15.202:4321/udp/239.10.0.40:5140
咪视界14,http://183.222.15.202:4321/udp/239.10.0.41:5140
咪视界15,http://183.222.15.202:4321/udp/239.10.0.42:5140
咪视界16,http://183.222.15.202:4321/udp/239.10.0.43:5140
咪视界17,http://183.222.15.202:4321/udp/239.10.0.44:5140
咪视界18,http://183.222.15.202:4321/udp/239.10.0.45:5140
咪视界24,http://183.222.15.202:4321/udp/239.10.0.237:5140
咪视界26,http://183.222.15.202:4321/udp/239.10.0.238:5140
咪视界27,http://183.222.15.202:4321/udp/239.10.0.239:5140
在线教育,http://183.222.15.202:4321/rtp/239.11.0.228:5140
在线教育,http://183.222.15.202:4321/rtp/239.11.0.229:5140
在线教育1,http://183.222.15.202:4321/rtp/239.11.0.230:5140
在线教育2,http://183.222.15.202:4321/rtp/239.11.0.231:5140
在线教育3,http://183.222.15.202:4321/rtp/239.11.0.233:5140
天府乐趣综合,http://183.222.15.202:4321/rtp/239.10.0.195:5140
天府名医在线,http://183.222.15.202:4321/rtp/239.10.0.139:5140
天府启蒙乐园,http://183.222.15.202:4321/rtp/239.10.0.158:5140
天府教育综合,http://183.222.15.202:4321/rtp/239.10.0.136:5140
天府时尚生活,http://183.222.15.202:4321/rtp/239.10.0.144:5140
天府时尚走秀,http://183.222.15.202:4321/rtp/239.10.0.141:5140
天府星动娱乐,http://183.222.15.202:4321/rtp/239.10.0.142:5140
天府积木宝贝,http://183.222.15.202:4321/rtp/239.10.0.157:5140
天府绚影高清影院,http://183.222.15.202:4321/rtp/239.10.0.188:5140
天府财经频道,http://183.222.15.202:4321/rtp/239.10.0.194:5140
天府辣妈学院,http://183.222.15.202:4321/rtp/239.10.0.137:5140
天府风尚美食,http://183.222.15.202:4321/rtp/239.10.0.138:5140
天府魔力TV,http://183.222.15.202:4321/rtp/239.10.0.145:5140
天府魔力荟萃,http://183.222.15.202:4321/rtp/239.10.0.140:5140
奇趣动漫,http://183.222.15.202:4321/rtp/239.10.0.216:5140
宏伟巨献,http://183.222.15.202:4321/rtp/239.10.0.208:5140
峥嵘岁月,http://183.222.15.202:4321/rtp/239.10.0.205:5140
快乐假期,http://183.222.15.202:4321/rtp/239.10.0.215:5140
情感热播,http://183.222.15.202:4321/rtp/239.10.0.202:5140
我看剧场,http://183.222.15.202:4321/rtp/239.10.0.204:5140
星空,http://183.222.15.202:4321/udp/239.11.0.156:5140
欢乐启蒙,http://183.222.15.202:4321/rtp/239.10.0.217:5140
玩具乐园,http://183.222.15.202:4321/rtp/239.10.0.218:5140
电竞世界,http://183.222.15.202:4321/rtp/239.10.0.167:5140
稻城电视台,http://183.222.15.202:4321/rtp/239.10.0.29:5140
童童乐园,http://183.222.15.202:4321/rtp/239.10.0.210:5140
精彩成都,http://183.222.15.202:4321/rtp/239.10.0.223:5140
红色经典,http://183.222.15.202:4321/rtp/239.10.0.201:5140
超级体育,http://183.222.15.202:4321/rtp/239.10.0.168:5140
超级体育2,http://183.222.15.202:4321/rtp/239.11.0.232:5140
趣乐探险,http://183.222.15.202:4321/rtp/239.10.0.219:5140
酷乐卡通,http://183.222.15.202:4321/rtp/239.10.0.214:5140
铁路电视,http://183.222.15.202:4321/rtp/239.11.0.191:5140
阳光日记,http://183.222.15.202:4321/rtp/239.10.0.209:5140
青春在线,http://183.222.15.202:4321/rtp/239.10.0.206:5140
黑莓电影,http://183.222.15.202:4321/rtp/239.11.0.148:5140

四川移动-组播3,#genre#
四川卫视,http://183.220.20.17:4321/rtp/239.11.0.78:5140
四川卫视4K,http://183.220.20.17:4321/rtp/239.11.0.43:5140
四川卫视4K,http://183.220.20.17:4321/rtp/239.11.0.86:5140

四川峨眉电影,http://183.220.20.17:4321/rtp/239.11.0.11:5140
四川影视文艺,http://183.220.20.17:4321/rtp/239.11.0.77:5140
四川科教频道,http://183.220.20.17:4321/rtp/239.11.0.194:5140

CCTV-1综合,http://183.220.20.17:4321/rtp/239.11.0.65:5140
CCTV-2财经,http://183.220.20.17:4321/rtp/239.11.0.108:5140
CCTV-3综艺,http://183.220.20.17:4321/rtp/239.11.0.101:5140
CCTV-4中文国际,http://183.220.20.17:4321/rtp/239.11.0.109:5140
CCTV-5体育,http://183.220.20.17:4321/rtp/239.11.0.100:5140
CCTV-5+体育赛事,http://183.220.20.17:4321/rtp/239.11.0.241:5140
CCTV-6电影,http://183.220.20.17:4321/rtp/239.11.0.102:5140
CCTV-7国防军事,http://183.220.20.17:4321/rtp/239.11.0.110:5140
CCTV-8电视剧,http://183.220.20.17:4321/rtp/239.11.0.103:5140
CCTV-9纪录,http://183.220.20.17:4321/rtp/239.11.0.111:5140
CCTV-10科教,http://183.220.20.17:4321/rtp/239.11.0.112:5140
CCTV-11戏曲,http://183.220.20.17:4321/rtp/239.11.0.22:5140
CCTV-12社会与法,http://183.220.20.17:4321/rtp/239.11.0.113:5140
CCTV-13新闻,http://183.220.20.17:4321/rtp/239.11.0.24:5140
CCTV-14少儿,http://183.220.20.17:4321/rtp/239.11.0.114:5140
CCTV-15音乐,http://183.220.20.17:4321/rtp/239.11.0.26:5140
CCTV-17农业农村,http://183.220.20.17:4321/rtp/239.11.0.107:5140
CCTV4K超高清,http://183.220.20.17:4321/rtp/239.11.0.62:5140
CCTV4K超高清,http://183.220.20.17:4321/rtp/239.11.0.61:5140
CCTV16超高清,http://183.220.20.17:4321/rtp/239.10.0.187:5140
CCTV16超高清,http://183.220.20.17:4321/udp/239.11.0.67:5140
CCTV8K,http://183.220.20.17:4321/rtp/239.10.0.134:5140
湖南卫视,http://183.220.20.17:4321/rtp/239.11.0.119:5140
浙江卫视,http://183.220.20.17:4321/rtp/239.11.0.70:5140
江苏卫视,http://183.220.20.17:4321/rtp/239.11.0.76:5140
北京卫视,http://183.220.20.17:4321/rtp/239.11.0.121:5140
东方卫视,http://183.220.20.17:4321/rtp/239.11.0.68:5140
安徽卫视,http://183.220.20.17:4321/rtp/239.11.0.117:5140
广东卫视,http://183.220.20.17:4321/rtp/239.11.0.115:5140
深圳卫视,http://183.220.20.17:4321/rtp/239.11.0.71:5140
辽宁卫视,http://183.220.20.17:4321/rtp/239.11.0.118:5140
山东卫视,http://183.220.20.17:4321/rtp/239.11.0.73:5140
山东教育卫视,http://183.220.20.17:4321/rtp/239.11.0.140:5140
天津卫视,http://183.220.20.17:4321/rtp/239.11.0.123:5140
重庆卫视,http://183.220.20.17:4321/rtp/239.11.0.116:5140
东南卫视,http://183.220.20.17:4321/rtp/239.11.0.41:5140
河北卫视,http://183.220.20.17:4321/rtp/239.11.0.31:5140
河南卫视,http://183.220.20.17:4321/rtp/239.11.0.44:5140
湖北卫视,http://183.220.20.17:4321/rtp/239.11.0.74:5140
陕西卫视,http://183.220.20.17:4321/rtp/239.11.0.54:5140
海南卫视,http://183.220.20.17:4321/rtp/239.11.0.193:5140
甘肃卫视,http://183.220.20.17:4321/rtp/239.11.0.55:5140
广西卫视,http://183.220.20.17:4321/rtp/239.11.0.48:5140
贵州卫视,http://183.220.20.17:4321/rtp/239.11.0.51:5140
黑龙江卫视,http://183.220.20.17:4321/rtp/239.11.0.36:5140
江西卫视,http://183.220.20.17:4321/rtp/239.11.0.42:5140
吉林卫视,http://183.220.20.17:4321/rtp/239.11.0.35:5140
内蒙古卫视,http://183.220.20.17:4321/rtp/239.11.0.33:5140
宁夏卫视,http://183.220.20.17:4321/rtp/239.11.0.57:5140
山西卫视,http://183.220.20.17:4321/rtp/239.11.0.32:5140
新疆卫视,http://183.220.20.17:4321/rtp/239.11.0.58:5140
云南卫视,http://183.220.20.17:4321/rtp/239.11.0.52:5140
青海卫视,http://183.220.20.17:4321/rtp/239.11.0.56:5140
西藏卫视,http://183.220.20.17:4321/rtp/239.11.0.53:5140
兵团卫视,http://183.220.20.17:4321/rtp/239.11.0.204:5140
康巴卫视,http://183.220.20.17:4321/rtp/239.11.0.10:5140
三沙卫视,http://183.220.20.17:4321/rtp/239.11.0.84:5140
厦门卫视,http://183.220.20.17:4321/rtp/239.11.0.83:5140
延边卫视,http://183.220.20.17:4321/rtp/239.11.0.206:5140
安多卫视,http://183.220.20.17:4321/rtp/239.11.0.124:5140
湖南卫视4K,http://183.220.20.17:4321/rtp/239.11.0.87:5140
浙江卫视4K,http://183.220.20.17:4321/rtp/239.11.0.89:5140
江苏卫视4K,http://183.220.20.17:4321/rtp/239.11.0.88:5140
北京卫视4K,http://183.220.20.17:4321/rtp/239.10.0.91:5140
北京卫视4K,http://183.220.20.17:4321/rtp/239.10.0.92:5140
东方卫视4K,http://183.220.20.17:4321/rtp/239.11.0.90:5140
广东卫视4K,http://183.220.20.17:4321/rtp/239.10.0.94:5140
深圳卫视4K,http://183.220.20.17:4321/rtp/239.10.0.93:5140
山东卫视4K,http://183.220.20.17:4321/rtp/239.11.0.91:5140
凤凰中文,http://183.220.20.17:4321/udp/239.11.0.153:5140
凤凰资讯,http://183.220.20.17:4321/udp/239.11.0.154:5140
CGTN英语,http://183.220.20.17:4321/rtp/239.11.0.245:5140
CGTN西班牙语,http://183.220.20.17:4321/rtp/239.11.0.79:5140
CGTN法语,http://183.220.20.17:4321/rtp/239.11.0.80:5140
CGTN阿拉伯语,http://183.220.20.17:4321/rtp/239.11.0.81:5140
CGTN俄语,http://183.220.20.17:4321/rtp/239.11.0.82:5140
CGTN纪录,http://183.220.20.17:4321/rtp/239.11.0.138:5140
CETV-1综合教育,http://183.220.20.17:4321/rtp/239.11.0.139:5140
CETV-2空中课堂,http://183.220.20.17:4321/rtp/239.11.0.246:5140
CETV-4职业教育,http://183.220.20.17:4321/rtp/239.11.0.248:5140
CHC家庭影院,http://183.220.20.17:4321/rtp/239.10.0.86:5140
CHC影迷电影,http://183.220.20.17:4321/rtp/239.10.0.88:5140
CHC动作电影,http://183.220.20.17:4321/rtp/239.10.0.87:5140
中国交通,http://183.220.20.17:4321/rtp/239.10.0.143:5140
中学生,http://183.220.20.17:4321/rtp/239.11.0.247:5140
中国天气,http://183.220.20.17:4321/rtp/239.10.0.177:5140
睛彩竞技,http://183.220.20.17:4321/rtp/239.10.0.224:5140
睛彩广场舞,http://183.220.20.17:4321/rtp/239.10.0.131:5140
睛彩青少,http://183.220.20.17:4321/rtp/239.10.0.130:5140
睛彩篮球,http://183.220.20.17:4321/rtp/239.11.0.122:5140
华数爱上4K电影,http://183.220.20.17:4321/rtp/239.11.0.120:5140
华数经典电影,http://183.220.20.17:4321/rtp/239.10.0.122:5140
华数喜剧影院,http://183.220.20.17:4321/rtp/239.10.0.132:5140
华数家庭影院,http://183.220.20.17:4321/rtp/239.10.0.127:5140
华数星影,http://183.220.20.17:4321/rtp/239.10.0.156:5140
华数热播剧场,http://183.220.20.17:4321/rtp/239.10.0.121:5140
华数古装剧场,http://183.220.20.17:4321/rtp/239.10.0.126:5140
华数城市剧场,http://183.220.20.17:4321/rtp/239.10.0.124:5140
华数军旅剧场,http://183.220.20.17:4321/rtp/239.10.0.125:5140
华数动画,http://183.220.20.17:4321/rtp/239.10.0.163:5140
华数谍战剧场,http://183.220.20.17:4321/rtp/239.10.0.123:5140
华数武侠剧场,http://183.220.20.17:4321/rtp/239.10.0.133:5140
iHOT爱谍战,http://183.220.20.17:4321/rtp/239.10.0.152:5140
iHOT爱动漫,http://183.220.20.17:4321/rtp/239.10.0.165:5140
iHOT爱都市,http://183.220.20.17:4321/rtp/239.10.0.154:5140
iHOT爱科幻,http://183.220.20.17:4321/rtp/239.10.0.146:5140
iHOT爱浪漫,http://183.220.20.17:4321/rtp/239.10.0.148:5140
iHOT爱奇谈,http://183.220.20.17:4321/rtp/239.10.0.162:5140
iHOT爱体育,http://183.220.20.17:4321/rtp/239.10.0.170:5140
iHOT爱悬疑,http://183.220.20.17:4321/rtp/239.10.0.149:5140
iHOT爱院线,http://183.220.20.17:4321/rtp/239.10.0.147:5140
iHOT爱怀旧,http://183.220.20.17:4321/rtp/239.10.0.161:5140
iHOT爱家庭,http://183.220.20.17:4321/rtp/239.10.0.155:5140
iHOT爱科学,http://183.220.20.17:4321/rtp/239.10.0.172:5140
iHOT爱青春,http://183.220.20.17:4321/rtp/239.10.0.160:5140
iHOT爱探索,http://183.220.20.17:4321/rtp/239.10.0.171:5140
iHOT爱经典,http://183.220.20.17:4321/rtp/239.10.0.151:5140
BesTV,http://183.220.20.17:4321/udp/239.11.0.234:5140
江苏优漫卡通,http://183.220.20.17:4321/rtp/239.11.0.63:5140
咪咕体育直播1,http://183.220.20.17:4321/rtp/239.10.0.232:5140
咪咕体育直播2,http://183.220.20.17:4321/rtp/239.10.0.233:5140
咪咕体育直播3,http://183.220.20.17:4321/rtp/239.10.0.234:5140
咪咕体育直播4,http://183.220.20.17:4321/rtp/239.10.0.235:5140
咪咕体育直播5,http://183.220.20.17:4321/rtp/239.10.0.236:5140
IPTV国学,http://183.220.20.17:4321/rtp/239.10.0.186:5140
IPTV地理,http://183.220.20.17:4321/rtp/239.10.0.190:5140
IPTV戏曲,http://183.220.20.17:4321/rtp/239.10.0.150:5140
IPTV高网,http://183.220.20.17:4321/rtp/239.10.0.164:5140
北京卡酷少儿,http://183.220.20.17:4321/rtp/239.11.0.129:5140
辽宁新动漫,http://183.220.20.17:4321/rtp/239.10.0.159:5140
上海东方财经,http://183.220.20.17:4321/rtp/239.10.0.178:5140
上海动漫秀场,http://183.220.20.17:4321/rtp/239.10.0.101:5140
上海游戏风云,http://183.220.20.17:4321/rtp/239.10.0.103:5140
上海法治天地,http://183.220.20.17:4321/rtp/239.10.0.180:5140
上海都市剧场,http://183.220.20.17:4321/rtp/239.10.0.106:5140
上海金色学堂,http://183.220.20.17:4321/rtp/239.10.0.179:5140
上海生活时尚,http://183.220.20.17:4321/rtp/239.10.0.102:5140
上海哈哈炫动,http://183.220.20.17:4321/rtp/239.11.0.64:5140
上海纪实人文,http://183.220.20.17:4321/rtp/239.10.0.192:5140
江苏财富天下,http://183.220.20.17:4321/rtp/239.10.0.182:5140
杭州求索纪录,http://183.220.20.17:4321/rtp/239.10.0.221:5140
湖北快乐垂钓,http://183.220.20.17:4321/rtp/239.10.0.128:5140
湖南先锋乒羽,http://183.220.20.17:4321/rtp/239.10.0.90:5140
湖南金鹰纪实,http://183.220.20.17:4321/rtp/239.10.0.193:5140
湖南金鹰卡通,http://183.220.20.17:4321/rtp/239.11.0.127:5140
广东嘉佳卡通,http://183.220.20.17:4321/rtp/239.11.0.203:5140

上海乐游频道,http://183.220.20.17:4321/rtp/239.10.0.105:5140
上海欢笑剧场,http://183.220.20.17:4321/rtp/239.10.0.129:5140
江苏篮球,http://183.220.20.17:4321/rtp/239.10.0.166:5140

BEST体育,http://183.220.20.17:4321/rtp/239.11.0.235:5140
BEST体育,http://183.220.20.17:4321/rtp/239.11.0.237:5140
BEST体育,http://183.220.20.17:4321/rtp/239.11.0.238:5140
CDTV1综合,http://183.220.20.17:4321/rtp/239.10.0.11:5140
CDTV2经济,http://183.220.20.17:4321/rtp/239.10.0.12:5140
CDTV3生活,http://183.220.20.17:4321/rtp/239.10.0.13:5140
CDTV4影视,http://183.220.20.17:4321/rtp/239.10.0.14:5140
CDTV5公共,http://183.220.20.17:4321/rtp/239.10.0.15:5140
CDTV6少儿,http://183.220.20.17:4321/rtp/239.10.0.16:5140
CDTV8购物,http://183.220.20.17:4321/rtp/239.10.0.33:5140
CHD爱电影,http://183.220.20.17:4321/rtp/239.10.0.191:5140
ChannelV,http://183.220.20.17:4321/udp/239.11.0.155:5140
NEWTV健康有约,http://183.220.20.17:4321/rtp/239.11.0.133:5140
NEWTV军事评论,http://183.220.20.17:4321/rtp/239.11.0.136:5140
NEWTV军旅剧场,http://183.220.20.17:4321/rtp/239.11.0.143:5140
NEWTV农业致富,http://183.220.20.17:4321/rtp/239.11.0.137:5140
NEWTV动作电影,http://183.220.20.17:4321/rtp/239.11.0.142:5140
NEWTV古装剧场,http://183.220.20.17:4321/rtp/239.11.0.141:5140
NEWTV家庭剧场,http://183.220.20.17:4321/rtp/239.11.0.131:5140
NEWTV惊悚悬疑,http://183.220.20.17:4321/rtp/239.11.0.144:5140
NEWTV精品体育,http://183.220.20.17:4321/rtp/239.11.0.134:5140
NEWTV精品纪录,http://183.220.20.17:4321/rtp/239.11.0.132:5140
NewTV中国功夫,http://183.220.20.17:4321/rtp/239.11.0.151:5140
NewTV搏击,http://183.220.20.17:4321/rtp/239.11.0.146:5140
NewTV明星大片,http://183.220.20.17:4321/rtp/239.11.0.147:5140
NewTV海外剧场,http://183.220.20.17:4321/rtp/239.11.0.145:5140
NewTV爱情喜剧,http://183.220.20.17:4321/rtp/239.11.0.149:5140
NewTV精品大剧,http://183.220.20.17:4321/rtp/239.11.0.150:5140
NewTV金牌综艺,http://183.220.20.17:4321/rtp/239.11.0.152:5140
UTV优视影院,http://183.220.20.17:4321/rtp/239.11.0.172:5140
UTV优视教育,http://183.220.20.17:4321/rtp/239.11.0.187:5140
UTV卡通动画,http://183.220.20.17:4321/rtp/239.11.0.181:5140
UTV家庭影院,http://183.220.20.17:4321/rtp/239.11.0.179:5140
UTV影视精选,http://183.220.20.17:4321/rtp/239.11.0.170:5140
UTV文化教育,http://183.220.20.17:4321/rtp/239.11.0.183:5140
UTV时尚音乐,http://183.220.20.17:4321/rtp/239.11.0.188:5140
UTV炫酷动漫,http://183.220.20.17:4321/rtp/239.11.0.186:5140
UTV热播剧场,http://183.220.20.17:4321/rtp/239.11.0.171:5140
UTV电影天地,http://183.220.20.17:4321/rtp/239.11.0.177:5140
UTV第一剧场,http://183.220.20.17:4321/rtp/239.11.0.189:5140
UTV第一电影,http://183.220.20.17:4321/rtp/239.11.0.180:5140
UTV纪实天下,http://183.220.20.17:4321/rtp/239.11.0.176:5140
UTV经典剧场,http://183.220.20.17:4321/rtp/239.11.0.178:5140
UTV经典影视,http://183.220.20.17:4321/rtp/239.11.0.173:5140
UTV舞蹈视界,http://183.220.20.17:4321/rtp/239.11.0.174:5140
UTV都市剧场,http://183.220.20.17:4321/rtp/239.11.0.175:5140
UTV金色童年,http://183.220.20.17:4321/rtp/239.11.0.182:5140
UTV钓鱼生活,http://183.220.20.17:4321/rtp/239.11.0.185:5140
UTV风云体育,http://183.220.20.17:4321/rtp/239.11.0.184:5140
人民铁道,http://183.220.20.17:4321/rtp/239.11.0.190:5140
华数光影,http://183.220.20.17:4321/rtp/239.10.0.153:5140
历史再现,http://183.220.20.17:4321/rtp/239.10.0.207:5140
咪视界1,http://183.220.20.17:4321/udp/239.10.0.17:5140
咪视界2,http://183.220.20.17:4321/udp/239.10.0.18:5140
咪视界3,http://183.220.20.17:4321/udp/239.10.0.19:5140
咪视界4,http://183.220.20.17:4321/udp/239.10.0.20:5140
咪视界4K,http://183.220.20.17:4321/rtp/239.10.0.240:5140
咪视界5,http://183.220.20.17:4321/udp/239.10.0.21:5140
咪视界6,http://183.220.20.17:4321/udp/239.10.0.22:5140
咪视界7,http://183.220.20.17:4321/udp/239.10.0.23:5140
咪视界8,http://183.220.20.17:4321/udp/239.10.0.24:5140
咪视界9,http://183.220.20.17:4321/udp/239.10.0.25:5140
咪视界10,http://183.220.20.17:4321/udp/239.10.0.26:5140
咪视界11,http://183.220.20.17:4321/udp/239.10.0.27:5140
咪视界12,http://183.220.20.17:4321/udp/239.10.0.28:5140
咪视界13,http://183.220.20.17:4321/udp/239.10.0.40:5140
咪视界14,http://183.220.20.17:4321/udp/239.10.0.41:5140
咪视界15,http://183.220.20.17:4321/udp/239.10.0.42:5140
咪视界16,http://183.220.20.17:4321/udp/239.10.0.43:5140
咪视界17,http://183.220.20.17:4321/udp/239.10.0.44:5140
咪视界18,http://183.220.20.17:4321/udp/239.10.0.45:5140
咪视界24,http://183.220.20.17:4321/udp/239.10.0.237:5140
咪视界26,http://183.220.20.17:4321/udp/239.10.0.238:5140
咪视界27,http://183.220.20.17:4321/udp/239.10.0.239:5140
在线教育,http://183.220.20.17:4321/rtp/239.11.0.228:5140
在线教育,http://183.220.20.17:4321/rtp/239.11.0.229:5140
在线教育1,http://183.220.20.17:4321/rtp/239.11.0.230:5140
在线教育2,http://183.220.20.17:4321/rtp/239.11.0.231:5140
