北京联通-组播1,#genre#
睛彩羽毛球,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.127:8001

门头沟电视台,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.59:8001
房山电视台,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.96:8001
通州融媒,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.221:8001
平谷融媒[高清],http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.23:8001
密云电视台,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.154:8001
延庆电视台,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.187:8001
朝阳融媒,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.163:8001
广东卫视[超清HDR],http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.27:2000
深圳卫视[超清HDR],http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.28:2000

4K测试,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.104:8001
BRTV 8K[8K],http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.252:8001
BRTV卡酷少儿,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.120:8000
BRTV卡酷少儿,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.121:8000
BRTV生活,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.118:8000
CCTV16SDR,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.183:8001
南方卫视,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.161:8001
总平台测试1,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.247:2000
总平台测试2,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.248:2000
测试,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.103:8001
淘剧场,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.112:8001
淘娱乐,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.113:8001
淘电影,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.111:8001
淘精彩,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.178:8001
熊猫频道,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.66:8068
聚鲨环球,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.160:8001
轮播频道5,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.253:8001
重温经典[高清],http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.25:8001
高网频道,http://awnjnmctlaxqsapgzjjsvvfsp.xyz:4022/rtp/239.3.1.88:4120
